utterance_token_list;Sentences;predicted_labels;confidences;next_verbal_interjection;next_nonverbal_interjection;Speaker;Gender;Party;Filename;true_label;utterance
['Ich', 'danke', 'auch', 'den', 'Polizistinnen', 'und', 'Polizisten', ',', 'den', 'zahlreichen', 'zivilen', 'Kräften', ',', 'die', 'sich', 'beim', 'Auswärtigen', 'Amt', ',', 'bei', 'der', 'GIZ', 'und', 'in', 'den', 'NGOs', 'für', 'Afghanistan', 'eingesetzt', 'haben', ',', 'und', 'natürlich', 'auch', 'all', 'den', 'Afghaninnen', 'und', 'Afghanen', ',', 'die', 'diese', 'Hoffnungen', 'teilten', 'und', 'an', 'ihrer', 'Verwirklichung', 'mitgearbeitet', 'haben', '.'];Ich danke auch den Polizistinnen und Polizisten, den zahlreichen zivilen Kräften, die sich beim Auswärtigen Amt, bei der GIZ und in den NGOs für Afghanistan eingesetzt haben, und natürlich auch all den Afghaninnen und Afghanen, die diese Hoffnungen teilten und an ihrer Verwirklichung mitgearbeitet haben.;['Expressive'];[0.9392585158348083];False;False;Gabriela Heinrich;weiblich;SPD;BT_19_238.xml;['Expressive'];True
['Ich', 'sage', 'sehr', 'deutlich', ':'];Ich sage sehr deutlich:;['Macro'];[0.758704423904419];False;False;Oliver Krischer;männlich;GRUENE;BT_19_235.xml;[];Interrupted
['Wir', 'nähern', 'uns', 'dem', 'Ende', 'der', 'Legislaturperiode', ',', 'und', 'das', 'ist', 'natürlich', 'die', 'Zeit', ',', 'Bilanz', 'zu', 'ziehen', ':'];Wir nähern uns dem Ende der Legislaturperiode, und das ist natürlich die Zeit, Bilanz zu ziehen:;['Macro'];[0.654996395111084];False;False;Manuel Höferlin;männlich;FDP;BT_19_237.xml;[];Interrupted
['Ich', 'will', 'nur', 'mal', 'deutlich', 'machen', ':'];Ich will nur mal deutlich machen:;['Macro'];[0.5081527233123779];False;False;Carsten Linnemann;männlich;CDU/CSU;BT_19_236.xml;[];Interrupted
['Zur', 'aktuellen', 'Evakuierungsmission', 'möchte', 'ich', 'nur', 'anmerken', ':'];Zur aktuellen Evakuierungsmission möchte ich nur anmerken:;['Macro'];[0.8141025304794312];False;False;Jürgen Hardt;männlich;CDU/CSU;BT_19_238.xml;[];Interrupted
['Liebe', 'Kolleginnen', 'und', 'Kollegen', ',', 'gestatten', 'Sie', 'mir', 'zum', 'Ende', 'meiner', 'Ausführungen', 'eine', 'persönliche', 'Bemerkung', '.'];Liebe Kolleginnen und Kollegen, gestatten Sie mir zum Ende meiner Ausführungen eine persönliche Bemerkung.;['Macro'];[0.9463685750961304];False;False;Kai Wegner;männlich;CDU/CSU;BT_19_235.xml;vocative;True
['Zurück', 'zur', 'Pflege', '.'];Zurück zur Pflege.;['Macro'];[0.6187427639961243];False;False;Roy Kühne;männlich;CDU/CSU;BT_19_237.xml;['Macro'];True
['Mit', 'der', 'Bitte', 'um', 'eine', 'klare', 'Antwort', ':', 'Sind', 'Sie', 'mit', 'mir', 'und', 'der', 'SPD-Bundestagsfraktion', 'der', 'Meinung', ',', 'dass', 'das', 'Rentenniveau', 'über', 'das', 'Jahr', '2025', 'hinaus', 'stabilisiert', 'werden', 'muss', '?'];Mit der Bitte um eine klare Antwort: Sind Sie mit mir und der SPD-Bundestagsfraktion der Meinung, dass das Rentenniveau über das Jahr 2025 hinaus stabilisiert werden muss?;['Macro'];[0.6058026552200317];False;False;Katja Mast;weiblich;SPD;BT_19_235.xml;['Question-All'];True
['Mein', 'Kollege', 'Manfred', 'Todtenhausen', 'hat', 'das', 'Thema', 'ausführlich', 'und', 'ausreichend', 'behandelt', ',', 'sodass', 'ich', 'mich', 'auf', 'einige', 'persönliche', 'Bemerkungen', 'begrenzen', 'möchte', '.'];Mein Kollege Manfred Todtenhausen hat das Thema ausführlich und ausreichend behandelt, sodass ich mich auf einige persönliche Bemerkungen begrenzen möchte.;['Macro'];[0.8234237432479858];False;False;Hermann Otto Solms;männlich;FDP;BT_19_236.xml;['Report'];True
['–', 'Sehr', 'geehrter', 'Präsident', '!'];– Sehr geehrter Präsident!;['Macro'];[0.5290001034736633];False;False;Lars Castellucci;männlich;SPD;BT_19_236.xml;vocative;True
['Liebe', 'Kolleginnen', 'und', 'Kollegen', ',', 'dies', 'ist', 'jetzt', 'definitiv', 'meine', 'letzte', 'Rede', 'im', 'Plenum', 'des', 'Deutschen', 'Bundestags', '.'];Liebe Kolleginnen und Kollegen, dies ist jetzt definitiv meine letzte Rede im Plenum des Deutschen Bundestags.;['Macro'];[0.7962263226509094];False;False;Sybille Benning;weiblich;CDU/CSU;BT_19_236.xml;vocative;True
['Das', 'können', 'wir', 'jetzt', 'allerdings', 'nutzen', ',', 'und', 'wir', 'werden', 'es', 'auch', 'nutzen', '.'];Das können wir jetzt allerdings nutzen, und wir werden es auch nutzen.;['Promise'];[0.8057835698127747];False;False;Barbara Hendricks;weiblich;SPD;BT_19_236.xml;['Promise'];False
['Wir', 'haben', 'das', 'vor', 'Kurzem', 'beim', 'Verfassungsschutz', 'mit', 'der', 'Quellen-TKÜ', 'gemacht', ',', 'und', 'wir', 'werden', 'weiterhin', 'für', 'Onlinedurchsuchungen', 'und', 'die', 'Speicherung', 'von', 'Verkehrsdaten', 'eintreten', '.'];Wir haben das vor Kurzem beim Verfassungsschutz mit der Quellen-TKÜ gemacht, und wir werden weiterhin für Onlinedurchsuchungen und die Speicherung von Verkehrsdaten eintreten.;['Promise'];[0.7943495512008667];True;False;Alexander Throm;männlich;CDU/CSU;BT_19_236.xml;['Promise'];False
['Meine', 'Damen', 'und', 'Herren', ',', 'die', 'Union', 'hält', 'am', 'Postulat', 'des', 'ehemaligen', 'Bundespräsidenten', 'Richard', 'von', 'Weizsäcker', 'in', 'seiner', 'berühmten', 'Rede', 'zum', '8.', 'Mai', '1945', 'fest', ':', 'Wir', 'müssen', 'der', 'historischen', 'Wahrheit', 'ins', 'Auge', 'sehen', ',', '„', 'ohne', 'Beschönigung', 'und', 'ohne', 'Einseitigkeit', '“', '.'];Meine Damen und Herren, die Union hält am Postulat des ehemaligen Bundespräsidenten Richard von Weizsäcker in seiner berühmten Rede zum 8. Mai 1945 fest: Wir müssen der historischen Wahrheit ins Auge sehen, „ohne Beschönigung und ohne Einseitigkeit“.;['Promise'];[0.6476427316665649];False;True;Eckhard Pols;männlich;CDU/CSU;BT_19_237.xml;['Promise'];False
['Wir', 'werden', 'sicherstellen', ',', 'dass', 'das', 'Geld', 'aus', 'diesem', 'Fonds', 'bei', 'den', 'Privathaushalten', 'und', 'bei', 'den', 'Unternehmern', ',', 'bei', 'den', 'Vereinen', 'und', 'bei', 'den', 'sonstigen', 'Betroffenen', 'schnell', 'und', 'unbürokratisch', 'ankommt', '.'];Wir werden sicherstellen, dass das Geld aus diesem Fonds bei den Privathaushalten und bei den Unternehmern, bei den Vereinen und bei den sonstigen Betroffenen schnell und unbürokratisch ankommt.;['Promise'];[0.5950921177864075];False;False;Sebastian Brehm;männlich;CDU/CSU;BT_19_238.xml;['Promise'];True
['denn', 'wir', 'werden', 'mit', 'diesem', 'Fluthilfefonds', 'helfen', '.'];denn wir werden mit diesem Fluthilfefonds helfen.;['Promise'];[0.7375741600990295];False;False;Sebastian Brehm;männlich;CDU/CSU;BT_19_238.xml;['Promise'];True
['Dafür', 'haben', 'wir', 'wichtige', 'Entscheidungen', 'getroffen', ',', 'und', 'die', 'werden', 'wir', 'beherzt', 'angehen', '.'];Dafür haben wir wichtige Entscheidungen getroffen, und die werden wir beherzt angehen.;['Promise'];[0.8428085446357727];False;False;Andreas Jung;männlich;CDU/CSU;BT_19_239.xml;['Promise'];True
['Wir', 'als', 'Unionsfraktion', 'werden', 'das', 'auch', 'tun', '.'];Wir als Unionsfraktion werden das auch tun.;['Promise'];[0.6228084564208984];False;False;Josef Oster;männlich;CDU/CSU;BT_19_235.xml;['Promise'];True
['Liebe', 'Kolleginnen', 'und', 'Kollegen', ',', 'wir', 'werden', 'mit', 'diesem', 'Fonds', 'die', 'Infrastruktur', 'wiederaufbauen', '.'];Liebe Kolleginnen und Kollegen, wir werden mit diesem Fonds die Infrastruktur wiederaufbauen.;['Promise'];[0.7900835871696472];False;False;Sebastian Brehm;männlich;CDU/CSU;BT_19_238.xml;['Promise'];True
['Das', 'können', 'wir', 'jetzt', 'allerdings', 'nutzen', ',', 'und', 'wir', 'werden', 'es', 'auch', 'nutzen', '.'];Das können wir jetzt allerdings nutzen, und wir werden es auch nutzen.;['Promise'];[0.8057835698127747];False;False;Barbara Hendricks;weiblich;SPD;BT_19_236.xml;['Promise'];True
['Die', 'Bundesregierung', 'gab', 'den', 'Hinterbliebenen', 'der', 'zwölf', 'Getöteten', 'und', 'den', 'vielen', 'Verletzten', 'ein', 'Versprechen', ':', 'die', 'Aufklärungsarbeit', 'des', 'Ausschusses', 'uneingeschränkt', 'zu', 'unterstützen', '.'];Die Bundesregierung gab den Hinterbliebenen der zwölf Getöteten und den vielen Verletzten ein Versprechen: die Aufklärungsarbeit des Ausschusses uneingeschränkt zu unterstützen.;['Promise'];[0.5640092492103577];False;False;Martina Renner;weiblich;DIE LINKE;BT_19_236.xml;['Report'];True
['Weil', 'wir', 'gerade', 'bei', 'Steuern', 'und', 'Gerechtigkeit', 'sind', ':', 'Wer', 'ausgerechnet', 'den', 'Kampf', 'gegen', 'Steuerbetrug', 'lieber', 'weiter', 'mit', 'Fax', 'und', 'Brief', 'führen', 'will', ',', 'den', 'frage', 'ich', 'wirklich', 'ernsthaft', ':'];Weil wir gerade bei Steuern und Gerechtigkeit sind: Wer ausgerechnet den Kampf gegen Steuerbetrug lieber weiter mit Fax und Brief führen will, den frage ich wirklich ernsthaft:;['Question-All'];[0.6821250319480896];False;False;Annalena Baerbock;weiblich;GRUENE;BT_19_239.xml;[];Interrupted
['Die', 'Frage', 'lautet', ':'];Die Frage lautet:;['Question-All'];[0.7875149846076965];False;False;Beatrix von Storch;weiblich;AfD;BT_19_235.xml;[];Interrupted
['Und', 'der', 'eine', 'oder', 'die', 'andere', 'mag', 'sich', 'fragen', ':'];Und der eine oder die andere mag sich fragen:;['Question-All'];[0.7760128974914551];False;False;Yasmin Fahimi;weiblich;SPD;BT_19_235.xml;[];Interrupted
['Die', 'Gretchenfrage', 'lautet', 'doch', ':'];Die Gretchenfrage lautet doch:;['Question-All'];[0.8882213234901428];False;False;Andreas Bleck;männlich;AfD;BT_19_236.xml;[];Interrupted
['Warum', 'werden', 'nicht', 'auch', 'andere', 'Hautfarben', 'benannt', ',', 'beispielsweise', 'die', 'weiße', '?'];Warum werden nicht auch andere Hautfarben benannt, beispielsweise die weiße?;['Question-All'];[0.8627089858055115];True;False;Stephan Brandner;männlich;AfD;BT_19_235.xml;['Question-All'];True
['Was', 'verbarg', 'sich', 'darunter', '?'];Was verbarg sich darunter?;['Question-All'];[0.6167959570884705];False;False;Jens Zimmermann;männlich;SPD;BT_19_237.xml;['Question-All'];True
['Aber', 'da', 'Sie', 'das', 'heute', 'ganz', 'frisch', 'beschlossen', 'haben', ',', 'ist', 'meine', 'Frage', ':', 'Wie', 'hoch', 'werden', 'der', 'Konsolidierungsbedarf', 'und', 'die', 'Nettokreditaufnahme', 'insgesamt', 'in', 'den', 'nächsten', 'vier', 'Jahren', 'der', 'Finanzplanung', 'sein', '?'];Aber da Sie das heute ganz frisch beschlossen haben, ist meine Frage: Wie hoch werden der Konsolidierungsbedarf und die Nettokreditaufnahme insgesamt in den nächsten vier Jahren der Finanzplanung sein?;['Question-All'];[0.8058199286460876];False;False;Carsten Schneider;männlich;SPD;BT_19_235.xml;['Question-All'];True
['Warum', 'gilt', 'das', 'erst', 'ab', 'Stichtag', '2013', '?'];Warum gilt das erst ab Stichtag 2013?;['Question-All'];[0.7471573948860168];False;False;Omid Nouripour;männlich;GRUENE;BT_19_235.xml;['Question-All'];True
['Oder', 'kommt', 'jetzt', 'ein', 'High', 'Five', 'mit', 'Raisi', 'zur', 'Behebung', 'der', 'Lage', ',', 'zur', 'Hebung', 'der', 'Stimmung', 'wie', 'damals', 'mit', 'dem', 'iranischen', 'Botschafter', 'in', 'Deutschland', ',', 'ebenfalls', 'ein', 'iranischer', 'Massenmörder', '?'];Oder kommt jetzt ein High Five mit Raisi zur Behebung der Lage, zur Hebung der Stimmung wie damals mit dem iranischen Botschafter in Deutschland, ebenfalls ein iranischer Massenmörder?;['Question-All'];[0.7366678714752197];False;False;Jürgen Braun;männlich;AfD;BT_19_237.xml;['Question-All'];True
['Bleibt', 'die', 'Frage', ',', 'warum', 'die', 'Union', ',', 'der', 'es', 'in', '16', 'Regierungsjahren', 'nicht', 'gelungen', 'ist', ',', 'auch', 'nur', 'für', 'flächendeckenden', 'Netzempfang', 'zu', 'sorgen', ',', 'plötzlich', 'die', '„', 'Mission', 'Quantencomputer', '“', '...', 'ins', 'Werk', 'setzen', 'können', 'soll', '.'];Bleibt die Frage, warum die Union, der es in 16 Regierungsjahren nicht gelungen ist, auch nur für flächendeckenden Netzempfang zu sorgen, plötzlich die „Mission Quantencomputer“ ... ins Werk setzen können soll.;['Question-All'];[0.9355311989784241];False;True;Anna Christmann;weiblich;GRUENE;BT_19_237.xml;['Question-All'];True
['Ja', ',', 'unsere', 'grüne', 'Programmatik', '–', 'das', 'haben', 'wir', 'hier', 'häufig', 'sehr', 'explizit', 'gemacht', '–', 'geht', 'in', 'Opposition', 'zu', 'dieser', 'Regierungsarbeit', ',', 'weil', 'wir', 'glauben', ',', 'dass', 'Menschen', 'aus', 'bestimmten', 'Herkunftsländern', 'nicht', 'einfach', 'so', 'kategorisch', 'von', 'Sprachkursen', 'ausgeschlossen', 'werden', 'dürfen', ','];Ja, unsere grüne Programmatik – das haben wir hier häufig sehr explizit gemacht – geht in Opposition zu dieser Regierungsarbeit, weil wir glauben, dass Menschen aus bestimmten Herkunftsländern nicht einfach so kategorisch von Sprachkursen ausgeschlossen werden dürfen,;['Rejection'];[0.5484551191329956];False;True;Luise Amtsberg;weiblich;GRUENE;BT_19_236.xml;['Evaluation'];True
['Wir', 'lehnen', 'die', 'Änderung', 'des', 'Infektionsschutzgesetzes', 'daher', 'ab', '.'];Wir lehnen die Änderung des Infektionsschutzgesetzes daher ab.;['Rejection'];[0.5235393643379211];False;False;Fabian Jacobi;männlich;AfD;BT_19_236.xml;['Rejection'];True
['Dieses', 'Gesetz', 'lehnen', 'wir', 'ab', '.'];Dieses Gesetz lehnen wir ab.;['Rejection'];[0.6456332206726074];False;False;Canan Bayram;weiblich;GRUENE;BT_19_236.xml;['Rejection'];True
['das', 'lehnen', 'wir', 'ab', '.'];das lehnen wir ab.;['Rejection'];[0.6138499975204468];False;False;Gesine Lötzsch;weiblich;DIE LINKE;BT_19_239.xml;['Rejection'];True
['Wir', 'sehen', 'unter', 'den', 'gegebenen', 'Umständen', 'keine', 'Notwendigkeit', ',', 'die', 'Grundrechte', 'weiter', 'einzuschränken', ',', 'und', 'lehnen', 'eine', 'Impfpflicht', 'ab', '.'];Wir sehen unter den gegebenen Umständen keine Notwendigkeit, die Grundrechte weiter einzuschränken, und lehnen eine Impfpflicht ab.;['Rejection'];[0.7983086109161377];True;True;Tino Chrupalla;männlich;AfD;BT_19_238.xml;['Rejection'];True
['Wir', 'lehnen', 'Mercosur', 'ab', '.'];Wir lehnen Mercosur ab.;['Rejection'];[0.780205488204956];False;False;Reinhard Houben;männlich;FDP;BT_19_236.xml;['Rejection'];True
['Deswegen', 'lehnen', 'wir', 'ihn', 'ab', '.'];Deswegen lehnen wir ihn ab.;['Rejection'];[0.6199177503585815];False;False;Susanne Mittag;weiblich;SPD;BT_19_237.xml;['Rejection'];True
"['Wir', 'lehnen', 'Ihren', 'Antrag', 'ab', ';']";"Wir lehnen Ihren Antrag ab;";['Rejection'];[0.7471603155136108];False;False;Michael Gerdes;männlich;SPD;BT_19_236.xml;['Rejection'];True
['Wir', 'lehnen', 'jeglichen', 'Versuch', 'der', 'Zerstückelung', 'der', 'beruflichen', 'Bilder', 'und', 'der', 'Berufsbilder', '–', 'Modularisierung', ',', 'Schmalspurausbildung', '–', ',', 'die', 'Zergliederung', 'der', 'Berufsbildung', 'deutlich', 'ab', '.'];Wir lehnen jeglichen Versuch der Zerstückelung der beruflichen Bilder und der Berufsbilder – Modularisierung, Schmalspurausbildung –, die Zergliederung der Berufsbildung deutlich ab.;['Rejection'];[0.5546271800994873];False;False;Yasmin Fahimi;weiblich;SPD;BT_19_235.xml;['Rejection'];True
['Um', 'es', 'vorweg', 'kurz', 'zu', 'machen', ':', 'Meine', 'Fraktion', 'wird', 'der', 'Änderung', 'des', 'Infektionsschutzgesetzes', 'nicht', 'zustimmen', ',', 'nicht', 'nur', ',', 'weil', 'nach', 'unserer', 'Auffassung', 'die', 'pandemische', 'Lage', 'nationaler', 'Tragweite', 'weder', 'rechtlich', 'noch', 'tatsächlich', 'weiterhin', 'gegeben', 'ist', '.'];Um es vorweg kurz zu machen: Meine Fraktion wird der Änderung des Infektionsschutzgesetzes nicht zustimmen, nicht nur, weil nach unserer Auffassung die pandemische Lage nationaler Tragweite weder rechtlich noch tatsächlich weiterhin gegeben ist.;['Rejection'];[0.7476205229759216];False;False;Wolfgang Kubicki;männlich;FDP;BT_19_239.xml;['Rejection'];True
['Wir', 'hatten', 'sieben', 'Projektgruppen', 'eingesetzt', 'und', 'haben', 'eben', 'die', 'Vielfalt', 'der', 'beteiligten', 'Ebenen', 'und', 'Akteure', 'abgebildet', ':', 'Aus-', 'und', 'Weiterbildung', ',', 'Handwerk', ',', 'Industrie-', 'und', 'Sozialberufe', ',', 'schulische', 'und', 'außerschulische', 'Bildung', '–', 'all', 'das', 'musste', 'am', 'Ende', 'zusammengebracht', 'und', 'zusammengefasst', 'werden', '.'];Wir hatten sieben Projektgruppen eingesetzt und haben eben die Vielfalt der beteiligten Ebenen und Akteure abgebildet: Aus- und Weiterbildung, Handwerk, Industrie- und Sozialberufe, schulische und außerschulische Bildung – all das musste am Ende zusammengebracht und zusammengefasst werden.;['Report'];[0.6204031705856323];False;False;Stefan Kaufmann;männlich;CDU/CSU;BT_19_235.xml;['Report'];False
['Großbritannien', 'hat', '1915', 'mit', 'diesem', 'Thema', 'angefangen', 'und', 'hat', 'bis', '1921', 'diese', 'Extrasteuer', 'erhoben', '.'];Großbritannien hat 1915 mit diesem Thema angefangen und hat bis 1921 diese Extrasteuer erhoben.;['Report'];[0.9573016166687012];False;False;Albrecht Glaser;männlich;AfD;BT_19_237.xml;['Report'];False
['Sie', 'wollen', 'im', 'nationalen', 'Alleingang', '–', 'angeblich', '–', 'die', 'Welt', 'retten', 'und', 'haben', 'dazu', 'in', 'Paris', 'ein', 'Klimaabkommen', 'unterschrieben', ',', 'das', 'allen', 'Schwellen-', 'und', 'Entwicklungsländern', '–', 'wie', 'China', 'und', 'Indien', ',', 'die', 'zusammen', 'mehr', 'als', '65', 'Prozent', 'des', 'menschengemachten', 'CO2', 'ausstoßen', '–', 'erlaubt', ',', 'ihren', 'CO2-Ausstoß', 'bis', '2030', 'unbegrenzt', ',', 'also', 'ohne', 'jegliches', 'Limit', ',', 'weiter', 'zu', 'erhöhen', ','];Sie wollen im nationalen Alleingang – angeblich – die Welt retten und haben dazu in Paris ein Klimaabkommen unterschrieben, das allen Schwellen- und Entwicklungsländern – wie China und Indien, die zusammen mehr als 65 Prozent des menschengemachten CO2 ausstoßen – erlaubt, ihren CO2-Ausstoß bis 2030 unbegrenzt, also ohne jegliches Limit, weiter zu erhöhen,;['Report'];[0.9404633641242981];True;False;Marc Bernhard;männlich;AfD;BT_19_236.xml;['Accusation'];True
['Seit', '2007', 'ist', 'das', 'hauptberufliche', 'wissenschaftliche', 'Personal', 'in', 'Deutschland', 'um', 'die', 'Hälfte', 'angewachsen', 'auf', 'heute', '256', '000', 'Stellen', '.'];Seit 2007 ist das hauptberufliche wissenschaftliche Personal in Deutschland um die Hälfte angewachsen auf heute 256 000 Stellen.;['Report'];[0.8857302665710449];False;False;Thomas Sattelberger;männlich;FDP;BT_19_236.xml;['Report'];True
['Ich', 'habe', 'in', 'den', 'drei', 'Wahlperioden', 'für', 'meine', 'Fraktion', 'drei', 'Untersuchungsausschüssen', 'beigewohnt', ':', 'Gorleben', ',', 'Abgas', 'und', 'Maut', '.'];Ich habe in den drei Wahlperioden für meine Fraktion drei Untersuchungsausschüssen beigewohnt: Gorleben, Abgas und Maut.;['Report'];[0.9419053196907043];False;False;Kirsten Lühmann;weiblich;SPD;BT_19_235.xml;['Report'];True
['Sowohl', 'deutsche', 'Wetterdienste', 'als', 'auch', 'das', 'europäische', 'Flutalarmsystem', 'haben', 'Tage', 'vor', 'der', 'Katastrophe', 'gewarnt', '.'];Sowohl deutsche Wetterdienste als auch das europäische Flutalarmsystem haben Tage vor der Katastrophe gewarnt.;['Report'];[0.9671311378479004];False;False;Alice Weidel;weiblich;AfD;BT_19_238.xml;['Report'];True
['Das', 'Ergebnis', 'dieser', 'Diskussion', 'liegt', 'seit', 'dieser', 'Woche', 'in', 'einem', 'über', '500', 'Seiten', 'umfassenden', 'Bericht', 'vor', '.'];Das Ergebnis dieser Diskussion liegt seit dieser Woche in einem über 500 Seiten umfassenden Bericht vor.;['Report'];[0.9369529485702515];False;False;Jens Brandenburg;männlich;FDP;BT_19_235.xml;['Report'];True
"['Faktisch', 'bleibt', 'auch', 'die', 'Laufzeit', 'von', 'zwei', 'Jahren', 'erhalten', ';']";"Faktisch bleibt auch die Laufzeit von zwei Jahren erhalten;";['Report'];[0.8163778185844421];False;False;Lothar Maier;männlich;AfD;BT_19_236.xml;['Report'];True
['Liebe', 'Kolleginnen', 'und', 'Kollegen', ',', 'ja', ',', 'Olaf', 'Scholz', 'hat', 'gesagt', ':', 'Dieses', 'Europa', 'muss', 'politischer', 'werden', '.'];Liebe Kolleginnen und Kollegen, ja, Olaf Scholz hat gesagt: Dieses Europa muss politischer werden.;['Report'];[0.9526744484901428];False;False;Dietmar Bartsch;männlich;DIE LINKE;BT_19_236.xml;['Report'];True
['Herr', 'De', 'Masi', 'hat', 'auch', 'darauf', 'hingewiesen', ',', 'dass', 'es', 'sie', 'in', 'den', 'USA', 'einmal', 'gegeben', 'hat', '.'];Herr De Masi hat auch darauf hingewiesen, dass es sie in den USA einmal gegeben hat.;['Report'];[0.9523741006851196];False;False;Fritz Güntzler;männlich;CDU/CSU;BT_19_237.xml;['Report'];True
['Das', 'ist', 'zum', 'einen', 'ein', 'wirklich', 'gutes', 'Ergebnis', ',', 'und', 'wir', 'müssen', 'daran', 'festhalten', ',', 'die', 'Impfkampagne', 'weiter', 'voranzutreiben', '.'];Das ist zum einen ein wirklich gutes Ergebnis, und wir müssen daran festhalten, die Impfkampagne weiter voranzutreiben.;['Request'];[0.5225740075111389];False;False;Bärbel Bas;weiblich;SPD;BT_19_238.xml;['Request'];False
['Wir', 'müssen', 'eine', 'Ausbildungsvergütung', 'in', 'allen', 'Ausbildungsberufen', 'sicherstellen', ',', 'endlich', 'das', 'Schulgeld', 'in', 'allen', 'Ausbildungsberufen', 'abschaffen', 'und', 'mit', 'dem', 'Berufsbildungsgesetz', 'die', 'Grundlage', 'für', 'einheitliche', 'Verordnungen', 'schaffen', ',', 'und', 'zwar', 'in', 'Zusammenarbeit', 'mit', 'den', 'Sozialpartnern', '.'];Wir müssen eine Ausbildungsvergütung in allen Ausbildungsberufen sicherstellen, endlich das Schulgeld in allen Ausbildungsberufen abschaffen und mit dem Berufsbildungsgesetz die Grundlage für einheitliche Verordnungen schaffen, und zwar in Zusammenarbeit mit den Sozialpartnern.;['Request'];[0.6055266261100769];False;False;Yasmin Fahimi;weiblich;SPD;BT_19_235.xml;['Request'];False
['Wir', 'müssen', 'den', 'ewigen', 'Blick', '–', 'das', 'habe', 'ich', 'heute', 'permanent', 'gehört', '–', 'von', 'der', 'Einnahmenseite', '–', 'wann', 'immer', 'es', 'ein', 'paar', 'kleine', 'Stellschräubchen', 'zu', 'drehen', 'gibt', ',', 'müssen', 'die', 'Steuern', 'und', 'Abgaben', 'erhöht', 'werden', '–', 'abwenden', 'und', 'uns', 'auf', 'die', 'Ausgabenseite', 'konzentrieren', '.'];Wir müssen den ewigen Blick – das habe ich heute permanent gehört – von der Einnahmenseite – wann immer es ein paar kleine Stellschräubchen zu drehen gibt, müssen die Steuern und Abgaben erhöht werden – abwenden und uns auf die Ausgabenseite konzentrieren.;['Request'];[0.6196829676628113];False;False;Tino Chrupalla;männlich;AfD;BT_19_239.xml;['Request'];False
['Deswegen', 'kann', 'man', 'heute', 'natürlich', 'nicht', 'einfach', 'darüber', 'hinweggehen', ',', 'wie', 'die', 'Situation', 'jetzt', 'ist', ',', 'und', 'wir', 'müssen', 'natürlich', 'über', 'das', 'Jetzt', 'und', 'die', 'nächsten', 'Tage', 'reden', '.'];Deswegen kann man heute natürlich nicht einfach darüber hinweggehen, wie die Situation jetzt ist, und wir müssen natürlich über das Jetzt und die nächsten Tage reden.;['Request'];[0.630071222782135];False;False;Marco Bülow;männlich;Die PARTEI;BT_19_238.xml;['Request'];False
['Wir', 'brauchen', 'deshalb', 'dringend', '–', 'dringend', '–', 'eine', 'verbesserte', 'Daten-', 'und', 'Forschungslage', 'zu', 'Long', 'Covid', 'in', 'den', 'unterschiedlichen', 'Altersgruppen', ',', 'und', 'wir', 'brauchen', 'weitere', 'Anstrengungen', 'für', 'eine', 'adäquate', 'Diagnostik', ',', 'Therapie', 'und', 'Rehabilitation', '.'];Wir brauchen deshalb dringend – dringend – eine verbesserte Daten- und Forschungslage zu Long Covid in den unterschiedlichen Altersgruppen, und wir brauchen weitere Anstrengungen für eine adäquate Diagnostik, Therapie und Rehabilitation.;['Request'];[0.5296338200569153];False;False;Sabine Dittmar;weiblich;SPD;BT_19_238.xml;['Request'];False
['Unser', 'Ziel', 'ist', 'jetzt', ':'];Unser Ziel ist jetzt:;['Request'];[0.8444827795028687];False;False;Andreas Steier;männlich;CDU/CSU;BT_19_237.xml;[];Interrupted
"['Wir', 'müssen', 'aber', 'auch', 'über', 'die', 'Qualität', 'der', 'Arbeitsbedingungen', 'während', 'der', 'Promotion', 'sprechen', ';']";"Wir müssen aber auch über die Qualität der Arbeitsbedingungen während der Promotion sprechen;";['Request'];[0.607994556427002];False;False;Wiebke Esdar;weiblich;SPD;BT_19_236.xml;['Request'];True
['aber', 'wir', 'brauchen', 'für', 'den', 'Fall', 'einer', 'Zuspitzung', 'der', 'Lage', 'auch', 'Grenzwerte', ',', 'bei', 'deren', 'Überschreitung', 'aus', '3', 'G', 'dann', 'automatisch', '2', 'G', 'wird', '.'];aber wir brauchen für den Fall einer Zuspitzung der Lage auch Grenzwerte, bei deren Überschreitung aus 3 G dann automatisch 2 G wird.;['Request'];[0.5119955539703369];False;False;Janosch Dahmen;männlich;GRUENE;BT_19_238.xml;['Request'];True
